kind,etag,id,snippet_publishedAt,snippet_channelId,snippet_title,snippet_description,snippet_thumbnails_default_url,snippet_thumbnails_default_width,snippet_thumbnails_default_height,snippet_thumbnails_medium_url,snippet_thumbnails_medium_width,snippet_thumbnails_medium_height,snippet_thumbnails_high_url,snippet_thumbnails_high_width,snippet_thumbnails_high_height,snippet_thumbnails_standard_url,snippet_thumbnails_standard_width,snippet_thumbnails_standard_height,snippet_thumbnails_maxres_url,snippet_thumbnails_maxres_width,snippet_thumbnails_maxres_height,snippet_channelTitle,snippet_tags,snippet_categoryId,snippet_liveBroadcastContent,snippet_localized_title,snippet_localized_description,snippet_defaultAudioLanguage,statistics_viewCount,statistics_likeCount,statistics_favoriteCount,statistics_commentCount
youtube#video,nj64IQjkL_qOIQoiu7bPXa4wdbw,vscu3i1_yxs,2025-01-08T15:56:07Z,UCBwmMxybNva6P_5VmxjzwqA,How this student got Amazon via Off-Campus Hackathon | from Tier 2/3 | Interview lessons with Ma'am,"Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

00:00 Introduction 
01:03 Amazon hiring process 
02:49 Challenges 
03:21 Hackathon 
04:37 Rejections faced 
05:00 CGPA
05:26 CS Fundamentals 
05:50 DSA or Development 
06:09 Projects 
07:24 Tips for Hackathons
08:28 Competitive Programming 
09:10 Coding journey 
10:50 Communication skills 
11:27 Improvements
12:19 Advice for juniors 
13:48 Stipend 
14:10 Parents' reaction 
15:07 Time Management 
16:05 Quant Aptitude 
16:36 Wow factor 
17:24 LinkedIn profile 
18:11 DSA preparation 
19:01 Tips
20:23 Mentorship sessions 
20:59 College life 
22:44 Role of friends 
23:10 Tips for juniors 
25:30 Resume",https://i.ytimg.com/vi/vscu3i1_yxs/default.jpg,120,90,https://i.ytimg.com/vi/vscu3i1_yxs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vscu3i1_yxs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/vscu3i1_yxs/sddefault.jpg,640,480,https://i.ytimg.com/vi/vscu3i1_yxs/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,How this student got Amazon via Off-Campus Hackathon | from Tier 2/3 | Interview lessons with Ma'am,"Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

00:00 Introduction 
01:03 Amazon hiring process 
02:49 Challenges 
03:21 Hackathon 
04:37 Rejections faced 
05:00 CGPA
05:26 CS Fundamentals 
05:50 DSA or Development 
06:09 Projects 
07:24 Tips for Hackathons
08:28 Competitive Programming 
09:10 Coding journey 
10:50 Communication skills 
11:27 Improvements
12:19 Advice for juniors 
13:48 Stipend 
14:10 Parents' reaction 
15:07 Time Management 
16:05 Quant Aptitude 
16:36 Wow factor 
17:24 LinkedIn profile 
18:11 DSA preparation 
19:01 Tips
20:23 Mentorship sessions 
20:59 College life 
22:44 Role of friends 
23:10 Tips for juniors 
25:30 Resume",,136752,4920,0,253
youtube#video,j65hYY9xHuKNkyPNccDFh00ypWM,nkF5n0bOzTA,2024-12-21T15:28:28Z,UCBwmMxybNva6P_5VmxjzwqA,Complete Placement Preparation : Full Stack Web Development + Java DSA + Aptitude | New Sigma 6.0 🚀,"Save time & study only what's needed for Placements
New Sigma 6.0 Link : https://www.apnacollege.in/course/sigma-6

---------------------------------------------------------
PS : for those who asked, EMI option is available on payment page. 
Link for International students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW

Eligibility for Sigma 6.0 
- B.Tech students preparing for Tech Placement/Internships. 
- start as early as possible, first 2 years are most important. 
- M.Tech/MCA/BCA who are preparing for Tech Placements/Internships

Class Schedule : 
- Mentioned in video & on website. 
- Lectures will come on alternate days.
- Lecture Timings : 8PM 
- Lecture duration : 1 - 1.5 Hour


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/nkF5n0bOzTA/default.jpg,120,90,https://i.ytimg.com/vi/nkF5n0bOzTA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/nkF5n0bOzTA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/nkF5n0bOzTA/sddefault.jpg,640,480,https://i.ytimg.com/vi/nkF5n0bOzTA/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Complete Placement Preparation : Full Stack Web Development + Java DSA + Aptitude | New Sigma 6.0 🚀,"Save time & study only what's needed for Placements
New Sigma 6.0 Link : https://www.apnacollege.in/course/sigma-6

---------------------------------------------------------
PS : for those who asked, EMI option is available on payment page. 
Link for International students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW

Eligibility for Sigma 6.0 
- B.Tech students preparing for Tech Placement/Internships. 
- start as early as possible, first 2 years are most important. 
- M.Tech/MCA/BCA who are preparing for Tech Placements/Internships

Class Schedule : 
- Mentioned in video & on website. 
- Lectures will come on alternate days.
- Lecture Timings : 8PM 
- Lecture duration : 1 - 1.5 Hour


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,406589,9488,0,1444
youtube#video,q-LqZfoDu5w-mZvjLWfXw8zXk6o,pNzljlzDCiI,2024-11-27T14:38:58Z,UCBwmMxybNva6P_5VmxjzwqA,Recursion Part 3 : Backtracking in Detail | Print all Subsets | Subsets II,"Lecture 43 : Recursion (Part 3)
We will learn about more about recursion : 
-Backtracking
-Print all Subsets
-Subset Problem
-Subset II Problem 

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Timestamps:
00:00 Introduction
00:26 Problem : Print all Subsets
16:57 Code
19:50 Time Complexity
21:28 Problem : Subsets
22:14 Code & Complexity
25:34 Problem : Subsets II
33:28 Pseudocode
37:38 Code
40:33 Time Complexity
41:03 Summary

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

#recursion #callstack #backtracking #dsa #cpp #programming",https://i.ytimg.com/vi/pNzljlzDCiI/default.jpg,120,90,https://i.ytimg.com/vi/pNzljlzDCiI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pNzljlzDCiI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pNzljlzDCiI/sddefault.jpg,640,480,https://i.ytimg.com/vi/pNzljlzDCiI/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Recursion Part 3 : Backtracking in Detail | Print all Subsets | Subsets II,"Lecture 43 : Recursion (Part 3)
We will learn about more about recursion : 
-Backtracking
-Print all Subsets
-Subset Problem
-Subset II Problem 

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Timestamps:
00:00 Introduction
00:26 Problem : Print all Subsets
16:57 Code
19:50 Time Complexity
21:28 Problem : Subsets
22:14 Code & Complexity
25:34 Problem : Subsets II
33:28 Pseudocode
37:38 Code
40:33 Time Complexity
41:03 Summary

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

#recursion #callstack #backtracking #dsa #cpp #programming",,72455,1553,0,133
youtube#video,WMSo_cocX255Y0UzLvNA3Ls8ajE,KDH4mhFVvHw,2024-11-19T15:44:14Z,UCBwmMxybNva6P_5VmxjzwqA,Subarray Sum Equals K | Brute-Better-Optimal approach,"Lecture 40  : DSA Placement Series
Topic : Prefix Sum & Hashing
Problem : Leetcode 560  

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Timestamps:
00:00 Introduction
00:32 Question Explanation
02:50 BRUTE Solution
08:03 Code
08:45 Time & Space Complexity
09:14 OPTIMAL Solution
29:40 Code
32:35 Time & Space Complexity

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

#prefixsum #hashing",https://i.ytimg.com/vi/KDH4mhFVvHw/default.jpg,120,90,https://i.ytimg.com/vi/KDH4mhFVvHw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KDH4mhFVvHw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KDH4mhFVvHw/sddefault.jpg,640,480,https://i.ytimg.com/vi/KDH4mhFVvHw/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Subarray Sum Equals K | Brute-Better-Optimal approach,"Lecture 40  : DSA Placement Series
Topic : Prefix Sum & Hashing
Problem : Leetcode 560  

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Timestamps:
00:00 Introduction
00:32 Question Explanation
02:50 BRUTE Solution
08:03 Code
08:45 Time & Space Complexity
09:14 OPTIMAL Solution
29:40 Code
32:35 Time & Space Complexity

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

#prefixsum #hashing",,70650,1623,0,136
youtube#video,2rifydZR0k6ta_d7qLsNrOe5kT8,4WjtQjPQGIs,2024-11-17T16:26:04Z,UCBwmMxybNva6P_5VmxjzwqA,Web Development Complete RoadMap for 2025 | from Basics to Advanced,"To start your journey you can study from the following resources❤️

1. HTML One Shot : https://www.youtube.com/watch?v=HcOc7P5BMi4&t=14s
2. CSS One Shot : https://www.youtube.com/watch?v=ESnrn1kAD4E
3. Git & GitHub One Shot : https://www.youtube.com/watch?v=Ez8F0nW6S-w
4. Amazon Project (using HTML, CSS) : https://www.youtube.com/watch?v=nGhKIC_7Mkk
5. JavaScript Full Course : https://www.youtube.com/watch?v=ajdRvxDWH4w&list=PLGjplNEQ1it_oTvuLRNqXfz_v_0pq6unW 
6. SQL complete tutorial : https://www.youtube.com/watch?v=hlGoQC332VM
7.MDN docs link : https://developer.mozilla.org/en-US/

You can join our latest Tech Placement Batches 🚀 : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/4WjtQjPQGIs/default.jpg,120,90,https://i.ytimg.com/vi/4WjtQjPQGIs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4WjtQjPQGIs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4WjtQjPQGIs/sddefault.jpg,640,480,https://i.ytimg.com/vi/4WjtQjPQGIs/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Web Development Complete RoadMap for 2025 | from Basics to Advanced,"To start your journey you can study from the following resources❤️

1. HTML One Shot : https://www.youtube.com/watch?v=HcOc7P5BMi4&t=14s
2. CSS One Shot : https://www.youtube.com/watch?v=ESnrn1kAD4E
3. Git & GitHub One Shot : https://www.youtube.com/watch?v=Ez8F0nW6S-w
4. Amazon Project (using HTML, CSS) : https://www.youtube.com/watch?v=nGhKIC_7Mkk
5. JavaScript Full Course : https://www.youtube.com/watch?v=ajdRvxDWH4w&list=PLGjplNEQ1it_oTvuLRNqXfz_v_0pq6unW 
6. SQL complete tutorial : https://www.youtube.com/watch?v=hlGoQC332VM
7.MDN docs link : https://developer.mozilla.org/en-US/

You can join our latest Tech Placement Batches 🚀 : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,1325493,49945,0,1826
youtube#video,-IJdq3RVrQUSaMaHY-S0hTVUF2U,6DLSDdYUB-k,2024-11-08T14:48:47Z,UCBwmMxybNva6P_5VmxjzwqA,Interview lessons & learnings - by Shradha Ma’am,,https://i.ytimg.com/vi/6DLSDdYUB-k/default.jpg,120,90,https://i.ytimg.com/vi/6DLSDdYUB-k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6DLSDdYUB-k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6DLSDdYUB-k/sddefault.jpg,640,480,https://i.ytimg.com/vi/6DLSDdYUB-k/maxresdefault.jpg,1280,720,Apna College,,27,none,Interview lessons & learnings - by Shradha Ma’am,,,92657,3682,0,44
youtube#video,6muQSubqqR7wyWVNyYJdr9DVUcQ,LEFFjgt5i6w,2024-11-04T15:45:16Z,UCBwmMxybNva6P_5VmxjzwqA,Search a 2D Matrix - Variation I & II | 2D Arrays - Part 2 | DSA Series by Shradha Ma'am,"This is Lecture 35 of DSA Placement Series.

Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Timestamps
00:00 Introduction
00:35 Search in Matrix I (Approach)
16:19 Code
22:22 Time Complexity
23:15 Search in Matrix II (Approach)
34:10 Code
35:35 Time Complexity

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/LEFFjgt5i6w/default.jpg,120,90,https://i.ytimg.com/vi/LEFFjgt5i6w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LEFFjgt5i6w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LEFFjgt5i6w/sddefault.jpg,640,480,https://i.ytimg.com/vi/LEFFjgt5i6w/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Search a 2D Matrix - Variation I & II | 2D Arrays - Part 2 | DSA Series by Shradha Ma'am,"This is Lecture 35 of DSA Placement Series.

Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Timestamps
00:00 Introduction
00:35 Search in Matrix I (Approach)
16:19 Code
22:22 Time Complexity
23:15 Search in Matrix II (Approach)
34:10 Code
35:35 Time Complexity

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,55471,1436,0,177
youtube#video,NmFz-EaOGT7LYqVkj7oIJ3LbvQE,P9Y4x6QfgP8,2024-10-19T16:05:23Z,UCBwmMxybNva6P_5VmxjzwqA,2nd year student cracks Paypal | Off-Campus selection | + PPI,"You can start your journey with us here : 
New Sigma 5.0 Placement Batch: https://www.apnacollege.in/course/sigma-5

Link for International students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW
Starting this 28th October, 2024
---------------------------------------------------------
PS : for those who asked, EMI option is available on payment page.
Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/P9Y4x6QfgP8/default.jpg,120,90,https://i.ytimg.com/vi/P9Y4x6QfgP8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/P9Y4x6QfgP8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/P9Y4x6QfgP8/sddefault.jpg,640,480,https://i.ytimg.com/vi/P9Y4x6QfgP8/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,2nd year student cracks Paypal | Off-Campus selection | + PPI,"You can start your journey with us here : 
New Sigma 5.0 Placement Batch: https://www.apnacollege.in/course/sigma-5

Link for International students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW
Starting this 28th October, 2024
---------------------------------------------------------
PS : for those who asked, EMI option is available on payment page.
Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,304717,11179,0,584
youtube#video,ntSrKRn8iWdRBvqFhmy11A7ovqM,MOSjYaVymcU,2024-10-18T16:02:49Z,UCBwmMxybNva6P_5VmxjzwqA,Strings & Character Arrays in C++  -  Part 1 | DSA Placement Series,"Lecture 28 of DSA Placement Series
Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/MOSjYaVymcU/default.jpg,120,90,https://i.ytimg.com/vi/MOSjYaVymcU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MOSjYaVymcU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MOSjYaVymcU/sddefault.jpg,640,480,https://i.ytimg.com/vi/MOSjYaVymcU/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Strings & Character Arrays in C++  -  Part 1 | DSA Placement Series,"Lecture 28 of DSA Placement Series
Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,153793,3391,0,274
youtube#video,EqrL1iEco59tA4irSrLucTE4deU,okhdtEk1iKk,2024-10-15T15:33:41Z,UCBwmMxybNva6P_5VmxjzwqA,C++ STL Complete Tutorial | Standard Template Library - One Shot,"Lecture 27 of DSA Series 
Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Time Stamps : 
00:00 Introduction
01:16 What we'll cover?
01:50 Vectors
19:30 Iterators (in Vectors)
26:58 List
29:58 Deque
32:34 Pair
36:36 push vs emplace
38:13 Stack
43:17 Queue
45:22 Priority Queue
49:50 Map
57:11 MultiMap & Unordered Map
01:01:12 Set
01:03:25 lowerBound & upperBound
01:07:14 MultiSet & Unordered Set
01:08:48 Sorting
01:13:57 Custom Comparators
01:18:18 Other Algorithms



Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/okhdtEk1iKk/default.jpg,120,90,https://i.ytimg.com/vi/okhdtEk1iKk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/okhdtEk1iKk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/okhdtEk1iKk/sddefault.jpg,640,480,https://i.ytimg.com/vi/okhdtEk1iKk/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,C++ STL Complete Tutorial | Standard Template Library - One Shot,"Lecture 27 of DSA Series 
Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Time Stamps : 
00:00 Introduction
01:16 What we'll cover?
01:50 Vectors
19:30 Iterators (in Vectors)
26:58 List
29:58 Deque
32:34 Pair
36:36 push vs emplace
38:13 Stack
43:17 Queue
45:22 Priority Queue
49:50 Map
57:11 MultiMap & Unordered Map
01:01:12 Set
01:03:25 lowerBound & upperBound
01:07:14 MultiSet & Unordered Set
01:08:48 Sorting
01:13:57 Custom Comparators
01:18:18 Other Algorithms



Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,253150,5010,0,409
youtube#video,xWLZ5CGUPuPUGcbayAlPJR2ZDog,-1cLK6PaLsQ,2024-10-14T16:26:55Z,UCBwmMxybNva6P_5VmxjzwqA,Merge Sorted Arrays Problem and Next Permutation Problem | DSA Series,"Lecture 26 (Arrays Part 8) of DSA Placement Series 
Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Our Current Placement Batches : https://linktr.ee/apnacollege.in

Timestamps
00:00 Introduction
00:30 Merge 2 Sorted Arrays
13:51 Code (Problem1)
16:14 Next Permutation (BRUTE)
20:14 Next Permutation (OPTIMAL)
31:43 Pseudocode (Problem2)
37:13 Code (Problem2)
41:19 Dry Run (Problem2)

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/-1cLK6PaLsQ/default.jpg,120,90,https://i.ytimg.com/vi/-1cLK6PaLsQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-1cLK6PaLsQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-1cLK6PaLsQ/sddefault.jpg,640,480,https://i.ytimg.com/vi/-1cLK6PaLsQ/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Merge Sorted Arrays Problem and Next Permutation Problem | DSA Series,"Lecture 26 (Arrays Part 8) of DSA Placement Series 
Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Our Current Placement Batches : https://linktr.ee/apnacollege.in

Timestamps
00:00 Introduction
00:30 Merge 2 Sorted Arrays
13:51 Code (Problem1)
16:14 Next Permutation (BRUTE)
20:14 Next Permutation (OPTIMAL)
31:43 Pseudocode (Problem2)
37:13 Code (Problem2)
41:19 Dry Run (Problem2)

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,108941,2428,0,231
